Tamaño,Productividad,Rentabilidad,web_visit,web_hosp,web_history,web_DO,web_infr,web_experience,long,lat
15.2216649328836,-6.22114279837639,1.23734394495641,0.692,0.778,0.778,0.778,0.708,0.875,-1.89044,42.30338
10.0205482300968,-2.84702199974152,0.0990817054091986,0.769,0.556,0.889,0.667,0.5,1.0,-0.88201,38.80837
12.2079714031797,-4.2729509345908,0.619883130240131,0.846,0.778,0.889,0.667,0.792,1.0,-1.21959697,41.34032988
11.3339584506526,-1.13269822524223,0.338279073254112,0.846,0.667,0.889,0.667,0.667,1.0,-2.44696,42.47235
9.61251683455356,-0.77808941668933,0.108083275665784,0.692,0.259,0.222,0.444,0.583,0.75,-8.83645112,41.91477381
7.11380454213346,-2.14969186339251,-0.49939537687978,0.538,0.593,0.556,0.778,0.583,0.875,-1.47479,41.76167
6.7701596825543,-2.24254126664859,-0.131328890412106,0.769,0.444,0.667,1.0,0.5,0.875,-3.386554,38.937974
7.35665997826338,-1.8752706104731,0.4506224170732,0.769,0.741,0.778,0.889,0.833,0.875,-1.12454,39.50375
6.29425225546102,-1.12736311445931,-1.30978747677603,0.462,0.444,0.222,0.333,0.375,0.5,-6.33599,38.56454
7.33481588706974,0.137334161827163,0.838444124133289,0.769,0.444,0.444,0.556,0.542,0.875,-1.32328,38.48769
6.70192393803876,-2.80004571756587,0.468978027404816,0.846,0.556,0.889,0.667,0.667,0.875,1.7031,41.34312
6.55362478464535,1.42581933724915,-1.36046016490755,0.923,0.926,0.667,0.778,0.792,0.875,-4.14236118,41.53652838
7.70051509717301,0.0264281244708122,1.65930619093051,0.692,0.704,0.667,0.667,0.625,1.0,1.78328,41.42522
7.29231040557258,-1.69798905790196,1.27636681616181,0.769,0.889,0.556,0.556,0.917,0.875,-3.69,40.41637
5.58429601349447,-2.33193962816068,0.549756591259503,0.385,0.333,0.556,0.778,0.333,0.625,-6.44662,38.52736
3.89688505641883,0.63041526955288,-0.731268934483488,0.308,0.37,0.333,0.333,0.375,0.5,-1.31363,38.4712
6.26542581308008,-2.6711987033061,-0.168395348012381,0.769,0.556,0.556,0.667,0.5,0.875,-2.40929,42.45974
6.62417356641608,-0.449285911537404,-0.5552193648083,0.308,0.074,0.0,0.0,0.083,0.0,-3.686687,41.726664
8.58757971884715,-2.84963963990506,0.395092401332603,0.385,0.222,0.556,0.667,0.458,0.75,-3.386554,38.937974
5.85011413915433,0.840088995696932,-0.204611963573777,0.385,0.259,0.333,0.222,0.458,0.5,-1.79943664,42.45132729
4.72298556602363,-2.04664967876532,0.518349338950086,0.846,0.519,1.0,0.667,0.708,0.875,-1.13122,38.62056
3.98257554793054,-1.00929305643065,0.0603219602944422,0.923,0.667,0.778,0.667,0.75,0.875,-5.0131676,41.49217101
4.74408427182754,-0.412640302981681,0.462496608233946,0.615,0.444,0.556,0.667,0.667,0.875,-2.43549,42.50048
4.95824361488882,-1.19296209932857,0.050786580061917,0.923,0.741,0.778,0.667,0.75,1.0,1.7964459,41.3813711
3.23854269137295,-0.905278763048113,-0.170245435279215,0.769,0.63,0.667,0.556,0.458,0.875,-1.153474,38.61637
3.08781211343073,-3.94836436287827,-0.189883276832288,0.462,0.259,0.333,0.444,0.333,0.5,-1.80191,42.0861
4.8416970038823,1.84544075549306,-1.17730980513445,0.846,0.63,0.667,0.556,0.625,1.0,-4.100402,41.638687
5.41797331998882,2.14602112076592,0.586602816814374,0.846,0.556,0.667,0.667,0.708,0.875,-1.75576,42.17787
5.03577356991033,1.60898707590432,-1.64524572788482,0.846,0.667,0.556,0.667,0.583,0.875,-1.89044,42.30338
4.16250112673924,-0.0909917869183811,1.31036228991391,0.769,0.519,1.0,0.667,0.542,0.75,-13.6473527,29.00113617
4.67233748859969,2.29125472065001,-0.0806084699978894,0.846,0.556,0.444,0.667,0.625,1.0,-4.86269,41.45851
3.42355447540688,-1.1807738843749,0.0300269862885157,0.769,0.556,0.556,0.444,0.625,0.875,-4.01517902,41.5755421
2.93093519480447,-3.24278113088793,-0.395816500400161,0.846,0.63,0.556,0.889,0.75,1.0,-3.68192,40.46731
5.75658654869925,1.36443455483327,1.18554566196325,0.769,0.63,0.556,0.667,0.417,0.75,-3.98644,41.71207
4.80347166389497,2.57509699279733,0.554482137440383,0.692,0.556,0.556,0.556,0.5,0.875,-3.96391,41.61405
4.07507661799135,-1.94193791297542,-0.231861961931374,0.692,0.481,0.667,0.667,0.667,1.0,-2.58739,42.46245
5.11000040746109,2.27077770801679,0.961718037090687,0.846,0.296,0.444,0.556,0.458,0.875,-3.87541,41.74104
3.65653618607403,0.0186267172848048,0.484515976197169,0.692,0.296,0.667,0.556,0.458,0.875,-4.86072,41.45756
4.29481095512862,1.62957594627617,0.327456213526861,0.615,0.259,0.444,0.667,0.208,0.875,-1.3285417,38.4735408
2.98069209108723,2.24281334258404,-1.03827401331025,0.769,0.333,0.444,0.556,0.5,0.75,-3.21751,39.38855
3.48550383528085,-1.34165263281749,-0.169041132195157,0.769,0.481,0.222,0.556,0.25,0.75,-2.37612,42.51203
3.16744532272067,-1.06063776247765,0.411688543488874,0.692,0.852,0.667,0.667,0.667,0.875,-1.6395971,41.9732671
2.00364092932604,0.236281668412996,-1.31872233848893,0.462,0.333,0.556,0.556,0.375,0.875,-8.83645112,41.91477381
2.35803255479408,-0.0510066542401858,1.02625318066482,0.846,0.444,0.333,0.556,0.5,0.875,2.91859,42.37516
3.33918995256643,2.37350224327359,-0.507679223693313,0.615,0.37,0.667,0.778,0.458,0.75,-1.24312168,41.4398134
3.26139916707759,-0.48411043842568,0.206404011267116,0.692,0.37,0.556,0.667,0.458,0.875,-4.76174046,37.12276279
2.63985623694024,-0.662246805158783,0.557019553151796,0.692,0.37,0.444,0.556,0.458,0.75,1.10855,41.13483
3.77030078002887,-2.49440056667782,0.327303502681057,0.615,0.519,0.556,0.444,0.625,0.875,-2.84581519,42.5780568
1.89732759640498,1.25668343604384,0.392746630461768,0.0,0.037,0.0,0.111,0.042,0.0,-6.81599,42.60639
1.9649176327277,-0.0687166616686234,-0.255997365490376,0.769,0.37,0.333,0.556,0.417,0.75,-8.83645112,41.91477381
2.59524867613455,-2.55398876045797,0.734109212850119,0.615,0.556,0.778,0.667,0.583,0.75,2.77583,39.65327
3.72912352617325,2.59371226886648,0.0181615881277568,0.692,0.778,0.778,0.444,0.583,0.75,-4.96071682,41.413679
2.36117767508387,1.69231072787071,-1.36068863029875,0.692,0.481,0.444,0.667,0.583,0.875,-2.48760349,42.3345725
1.54187148796769,0.903777406930553,-1.19131957134968,0.231,0.111,0.222,0.222,0.375,0.375,-6.3683452,38.44612238
5.24341844594539,-0.0079245594130339,0.677806916869129,0.538,0.444,0.333,0.667,0.583,0.75,-4.15978,41.64069
3.10590721619771,0.0288129865753797,0.361065550909953,0.692,0.519,0.444,0.444,0.542,0.5,1.79006877,41.4247105
2.26408366074081,0.507679732531276,-0.884972747786467,0.462,0.259,0.111,0.667,0.5,0.75,-2.4404,42.49589
3.79995563600505,1.03741597847739,0.284450895586444,0.769,0.63,0.778,0.667,0.667,0.875,-2.66601,42.54508
2.39360812051772,1.42736396350375,-0.676519364386616,0.231,0.185,0.333,0.333,0.292,0.375,-4.75086,37.57786
2.45182415616521,-4.02309702594995,0.0551179053638167,0.846,0.889,0.778,0.556,0.792,1.0,-3.00588,40.00895
0.991184385064754,-0.465314373222535,-0.147777900227353,0.769,0.63,0.778,0.667,0.625,0.875,-0.01192072,38.740699
1.70450679367718,0.679651391137135,-1.38065167928695,0.923,0.852,0.889,0.667,0.833,0.625,-2.29412007,42.39946345
3.02511184296214,-1.10581542551855,-0.489469671191368,0.538,0.333,0.333,0.556,0.375,0.875,-2.62192383,42.49627794
2.37504528539231,0.128654289873407,-1.81194358501309,0.923,0.926,0.667,0.778,0.792,0.875,-2.80186,42.59122
1.21866057517386,-0.0272376092840724,-0.173513617949648,0.308,0.074,0.222,0.222,0.167,0.375,-1.47087,39.28198
2.0141551197182,-1.26238493474274,0.590446452139016,0.615,0.222,0.444,0.556,0.458,0.875,-3.75982458,42.02808656
2.54176572990694,-2.22301705668759,0.571449114365092,0.692,0.333,0.333,0.667,0.5,0.875,2.84348,39.68258
2.11557559596547,-0.998302045883889,0.0179678568201825,0.462,0.519,0.333,0.778,0.458,0.75,-4.12804916,41.6994429
2.17882352345776,0.12985698036552,0.767560732743682,0.692,0.704,0.778,0.778,0.5,1.0,-1.10798,39.49027
3.92012864627451,1.55143610096772,1.24817647380321,0.692,0.333,0.778,0.556,0.542,1.0,-0.10121,38.5789
1.82925819594362,0.352242353639325,-0.140171244099426,0.462,0.259,0.333,0.444,0.333,0.5,-2.00577,42.65648
1.46270955113914,-0.90255648811732,0.372703334188352,0.769,0.63,0.778,0.444,0.708,0.875,2.2815147,41.47982068
1.01642107703133,-0.50685643347876,0.249761953033093,0.692,0.778,0.667,0.667,0.708,0.75,1.14169026,41.64143308
2.84736634963713,-0.771798148622941,0.836180939733249,0.692,0.593,0.556,0.556,0.625,0.75,-3.6839693,41.67254739
1.64131435016185,0.278546657773673,-0.413825143926104,0.462,0.259,0.444,0.667,0.333,0.625,-2.4934937,42.49795443
1.25211713952389,-0.473151705613293,0.109589507163277,0.923,0.704,0.667,0.667,0.833,0.875,-8.77893756,42.5383052
1.43197816610399,0.617985215893635,-0.484802535583491,0.692,0.556,0.333,0.556,0.458,0.875,-4.6881661,41.3165283
3.17733906147255,3.00081958140995,-0.314941823298991,0.538,0.111,0.111,0.444,0.375,0.625,-3.87536,41.73963
1.8102239240821,-0.947315464690645,0.285202250583598,0.846,0.815,0.889,0.556,0.667,0.875,0.96350321,41.72782151
1.42476603369615,0.861799629667514,0.796206312768276,0.538,0.444,0.667,0.667,0.542,0.875,1.6620982,41.3894169
0.984321811104057,0.383674628376172,-0.364485122291302,0.385,0.519,0.667,0.556,0.5,0.75,-3.68909,40.46082
-0.625544530106707,-3.57976509198954,-1.14934946746891,0.769,0.37,0.444,0.556,0.542,0.875,-2.56089,42.4283
1.42712166385057,-0.034911614849958,0.42039442746362,0.769,0.741,0.889,0.556,0.625,0.875,-1.2803019,39.5591102
2.07624865958517,0.0424160767423726,1.10300101686245,0.615,0.407,0.444,0.333,0.583,0.75,-2.19895,43.29411
2.29420694755671,0.844184833341306,-0.405072538602127,0.231,0.63,0.444,0.222,0.333,0.625,-2.4738,42.35587
0.366661375242161,-1.88946987554906,-0.247174313875747,0.769,0.63,0.444,0.667,0.583,0.875,-4.69420286,41.71991512
0.201705293615773,-1.65937323569034,0.0296669509293147,0.462,0.333,0.556,0.556,0.375,0.875,-8.64790284,42.21207422
1.78179430123415,1.54713509556403,-1.10686822255194,0.538,0.37,0.444,0.556,0.292,0.75,-3.70177,40.43293
0.864908198067145,-0.748641496978938,-0.0333692900834116,0.769,0.444,0.444,0.667,0.583,0.875,-0.97369191,39.7255024
2.9942645235359,4.49747267706149,0.530988537723722,0.462,0.333,0.444,0.444,0.5,0.875,-6.39799,38.39593
2.92387106852057,4.18442618516805,-3.19698375694977,0.846,0.815,0.778,0.667,0.708,0.875,-2.61569,42.51383
0.883503881355158,0.0642408189670811,-0.38228872837415,0.538,0.444,0.111,0.667,0.417,0.875,-1.89083,42.23294
1.6800045540418,1.50216068225878,-0.0066302713570579,0.769,0.778,0.778,0.444,0.667,0.875,-2.68481,42.56695
0.84840646073031,-0.191930514598471,0.33552095102048,0.769,0.519,0.778,0.556,0.625,1.0,-1.25688767,38.36972434
3.11984310662017,3.48803085866316,-0.870724098116701,0.769,0.444,0.667,0.667,0.542,0.875,-1.693059,41.318633
0.77914953137948,0.078350171598157,0.0453789445380871,0.462,0.259,0.333,0.111,0.292,0.5,-6.36064,36.62234
2.10066846585477,-1.14563843437758,0.450224483847143,0.692,0.481,0.667,0.667,0.708,0.875,-0.92304703,38.57886289
1.75124509004289,-1.10887004197817,0.13786471502971,0.769,0.481,0.444,0.667,0.625,1.0,-2.58600623,42.5585806
1.67861198298885,-1.36039862008411,0.484875843121283,0.538,0.37,0.111,0.556,0.5,0.5,1.97121783,41.8633943
1.47729877188258,-0.467609088109719,0.873264373030227,0.385,0.0,0.111,0.111,0.083,0.375,-4.65238,37.51033
1.0594481850934,1.30939655280874,0.417127869531404,0.231,0.148,0.111,0.111,0.0,0.25,2.06642,41.36599
1.0957545071959,-0.435434866192266,0.703356694744107,0.538,0.37,0.333,0.444,0.417,0.75,-2.57829,42.54938
1.8592970599635,-1.23565786284032,0.550241606491399,0.231,0.111,0.222,0.222,0.167,0.625,-2.78517,39.28597
1.60649142546269,1.86007203761487,-0.764914767599439,0.231,0.148,0.0,0.222,0.25,0.125,-2.19279,42.57025
1.16798095407065,-1.18821090257271,0.325091181826612,0.462,0.185,0.222,0.444,0.333,0.375,-5.58475,42.58613
1.78993836544903,-1.30064730750252,0.579755498324943,0.615,0.444,0.333,0.667,0.583,0.75,-4.15978,41.64069
0.396275342547384,-0.344999566191562,-0.119338027135129,0.769,0.704,0.778,0.778,0.5,0.75,-1.15258,39.51833
1.49731176915301,1.28435458927682,-0.610996251248527,0.769,0.852,0.889,0.667,0.667,0.875,-3.6980329,41.5752405
0.272762196319732,-0.581544017211677,-0.0888714259204862,0.846,0.778,0.778,0.556,0.75,0.875,1.72123979,41.3847573
0.960917929678582,0.330476877065727,0.555833843573655,0.308,0.296,0.444,0.667,0.375,0.75,-2.43404,42.49873
0.32185579772583,-0.512534755209684,-0.220277329940065,0.769,0.741,0.667,0.556,0.708,0.875,-7.43852001,42.38453845
0.709290463777955,0.530890061655442,0.168035241807641,1.0,0.741,0.889,0.556,0.75,0.75,2.17425,41.38586
1.23857628330932,1.04250073384509,-0.0542833584383636,0.385,0.074,0.111,0.222,0.167,0.5,-2.81036,42.36795
0.364234722436509,0.462137373247472,-0.391916039025565,0.615,0.296,0.222,0.444,0.333,0.5,-2.58622,42.55914
-0.188524963966332,-1.26334874495548,-0.873089944143793,0.923,0.407,0.556,0.444,0.542,0.75,1.205585,41.406645
1.13514622255148,-0.0840426862333093,-0.302524589002601,0.692,0.63,0.889,0.667,0.667,1.0,-4.0991923,41.6399441
0.845984349353458,1.3391809484595,0.338104236004889,0.538,0.63,0.444,0.778,0.667,0.75,-1.15301,39.51811
0.806407971619755,0.0733728326291868,0.211687632832749,0.462,0.222,0.444,0.333,0.25,0.75,-2.89406,43.24991
1.48627898786174,0.113349322126943,0.900273054025508,0.692,0.593,0.778,0.667,0.75,0.875,-5.4019571,42.1344839
0.72911024740256,1.39616439927889,-0.103789067075065,0.462,0.519,0.222,0.444,0.417,0.75,-6.14316,36.68903
-0.183740715121156,0.088507739873205,0.191667277196975,0.923,0.704,1.0,0.667,0.792,1.0,1.33921,41.26741
0.788172753776843,-0.528307227104742,-0.0147618861116446,0.923,0.852,0.667,1.0,0.792,0.875,-2.9459867,42.5118917
0.438347552573558,-0.306032239676995,0.123252492092514,0.769,0.889,0.667,0.667,0.708,0.875,1.6422209,41.6068791
0.692377143322783,-0.518525579686129,-0.0689764184308588,0.769,0.444,0.333,0.667,0.542,0.625,-2.19687565,39.366475
0.812109036359838,-0.0676565552486611,0.354772534966279,0.615,0.667,0.444,0.667,0.542,0.75,-6.13589,36.69315
0.884885925075643,-0.567420173000693,-2.69962103670872,0.462,0.333,0.333,0.667,0.375,0.875,-2.12387,42.40326
1.85839638019255,3.06214129281476,-3.22308104381477,0.308,0.259,0.222,0.333,0.292,0.125,-1.8880546,42.2295873
0.941754680267398,1.92536249385027,0.390462992526192,0.692,0.333,0.444,0.556,0.417,0.625,1.78463,41.42874
0.65140468726667,0.0436890658326816,-0.223585107995448,0.846,0.593,0.444,0.667,0.667,0.75,-4.1227931,41.5975136
1.27846727461906,0.644130470600879,-0.233303828322002,0.846,0.667,0.778,0.667,0.667,0.75,-2.8270961,42.53960942
1.35781823400687,1.95385710068375,-0.39871055545885,0.692,0.481,0.556,0.444,0.458,0.75,-8.77054996,42.49851661
0.464579603108592,-0.6111937130074,-0.0343294013188811,0.692,0.593,0.444,0.778,0.5,0.875,-6.46529,42.62003
0.78939489924619,-0.88765008271747,0.685949745879371,0.846,0.481,0.778,0.556,0.625,0.875,-7.63984,42.58385
1.98061662155193,1.36946131186573,0.19141371868414,0.615,0.296,0.556,0.556,0.5,0.875,-2.66465,42.54564
0.0779531826041027,0.40874447865616,0.416788011390233,0.615,0.556,0.444,0.556,0.417,0.875,1.61013292,41.29830862
0.542481386935531,-0.25866170231788,0.684210677134051,0.846,0.63,0.778,0.667,0.667,1.0,-5.38964,39.38392
0.0784163312503156,0.0202741270380929,-0.252903873472759,0.615,0.222,0.444,0.556,0.167,0.75,-1.3235508,41.3971069
-1.22237590997551,-3.02193910589298,-0.97860592630093,0.692,0.519,0.444,0.667,0.5,0.875,-2.48760349,42.3345725
0.64420110019868,0.656501013080681,0.407978360882954,0.462,0.222,0.333,0.556,0.333,0.625,-4.90626238,41.4320049
1.5330878345212,0.94724114728339,-0.611723165286692,0.231,0.111,0.444,0.444,0.292,0.625,-4.11976,41.59982
0.819149476773796,-0.201170861628987,1.15256189824845,0.769,0.593,0.556,0.444,0.542,0.75,2.9999085,42.3595501
0.166701584386202,1.29142849991811,0.499691798305887,0.615,0.333,0.444,0.667,0.417,0.875,-6.54191,37.34148
0.0770577778351199,-0.838723210919981,0.791570730561594,0.769,0.444,0.667,1.0,0.5,0.875,-3.395079,38.830235
2.0759394399244,4.83594824137612,-0.567694372485015,0.615,0.259,0.333,0.556,0.333,0.75,-8.81381,42.51944
0.798406847455827,2.54244544228473,-0.919505471279188,0.846,0.444,0.333,0.556,0.5,0.875,2.91969,42.37546
0.141740289938123,0.584616202124715,-0.812732095546184,0.769,0.852,0.889,0.667,0.667,1.0,-8.76901629,42.43201614
0.474776779688193,-1.23783867789748,0.382760961520174,0.846,0.741,0.778,0.778,0.75,0.875,2.5472369,39.52718195
0.59875763071964,-0.499643977879955,0.181083716616494,0.846,0.519,0.667,0.556,0.458,0.875,-2.678982,43.304121
0.196268653208015,0.462081167662675,-0.0410614925484843,0.462,0.593,0.667,0.556,0.583,0.875,1.89921129,41.45050089
0.0235549989872558,-3.01224577453124,-1.16061755932152,0.769,0.741,0.111,0.111,0.5,0.625,3.985291,39.0319997
0.502808663960633,1.19135018797418,0.661493778290914,0.462,0.444,0.333,0.556,0.333,0.75,-5.61511,42.41819
0.640149155574922,-0.556685583170459,0.722452382373998,0.385,0.333,0.333,0.333,0.333,0.375,-6.13044,36.69762
0.374357401904182,0.655320313133842,-1.46920501612384,0.692,0.259,0.222,0.444,0.583,0.75,-1.7531859,42.1760866
0.632493791132858,0.269614962768924,0.0744324099397572,0.692,0.519,0.333,0.444,0.542,0.75,-3.68924298,41.6715507
-0.436078453100448,-0.888048923054814,0.27030720956668,0.077,0.074,0.222,0.333,0.167,0.5,-1.93582,42.33468
1.65641503974813,3.60920613053163,-2.41922595587465,0.769,0.63,0.778,0.667,0.667,0.875,-2.665437,42.5470187
1.30676270924879,0.91789984829652,-0.177213991296258,0.385,0.222,0.333,0.444,0.333,0.25,-3.68957,40.43716
-0.147023969201576,-0.869329312270793,0.134749164699028,0.692,0.444,0.333,0.667,0.542,0.625,-3.875112,41.740559
0.303946416902598,1.70556957881859,0.454431217397357,0.769,0.593,0.556,0.667,0.583,1.0,0.365275,41.111611
0.382664967596814,1.48541405913915,-0.946353934933695,0.308,0.333,0.111,0.444,0.292,0.75,-8.80348476,42.48667124
-0.355449223778732,0.151642717911423,0.0106152812382645,0.615,0.481,0.444,0.667,0.542,0.75,-1.47117,39.28884
0.155173077816472,1.15771810096452,0.287196564084687,0.231,0.074,0.111,0.333,0.125,0.375,-8.77678755,42.43904561
0.102348859165856,-0.366000210908129,0.317812038165306,0.846,0.704,0.889,0.667,0.583,0.875,-4.47441,36.67202
1.06707356021942,-0.71582415274694,0.206360600169595,0.692,0.37,0.556,0.667,0.417,0.75,-2.6158988,42.5142511
0.836206898875198,2.24484272296717,-0.218139899541691,0.385,0.222,0.222,0.444,0.417,0.625,-2.61723872,42.5142073
0.105249566776744,-0.211495998967082,0.656203504252044,0.923,0.519,0.667,0.556,0.5,0.875,3.06345,42.34524
0.338654959919926,1.01213060877433,-0.290481695544134,0.769,0.593,0.778,0.444,0.542,0.875,-1.82399803,43.34965312
0.113411158329299,-0.476235686013741,0.514196165144128,0.538,0.444,0.333,0.667,0.417,0.625,-3.08866754,40.9474113
0.0120958841273753,0.271401788727121,1.09643090900292,0.538,0.222,0.333,0.444,0.333,0.875,-6.5966,37.30539
-0.0174842956232363,0.107236158125787,-0.278670550492962,0.615,0.519,0.889,0.556,0.5,0.75,-3.81761,39.02066
2.01877901522049,4.28538569598856,-3.27688572660502,0.385,0.259,0.111,0.333,0.333,0.625,-2.0847845,42.6463063
-0.387202608508782,0.0706692207660695,-0.105926269805281,0.308,0.481,0.222,0.444,0.417,0.625,-2.56333,42.4657
0.989653350765331,-1.1635431243378,1.13589313614308,0.538,0.333,0.333,0.333,0.333,0.75,-6.36013,36.77655
3.50131273068936,-0.455685063087012,-1.17988179332996,0.846,0.63,0.667,0.778,0.833,1.0,-2.43597,42.504668
-0.0742148998311436,0.576034902524058,-0.416828625226094,0.923,0.667,0.778,0.667,0.75,0.875,-1.97298,42.30758
0.49121722744391,2.32863246795701,-0.374764001469581,0.615,0.37,0.222,0.444,0.417,0.875,-4.76577121,41.74347881
0.166372860485824,-0.549898233089848,-0.791407964677495,0.846,0.63,0.667,0.778,0.833,1.0,-2.43597,42.504668
0.52820876337905,1.45721455269382,-0.832986230747648,0.154,0.037,0.111,0.333,0.083,0.25,-5.39464249,41.5199096
-0.292635365656549,0.807331762373705,-0.280347372198354,0.154,0.037,0.111,0.222,0.042,0.125,-7.770044,42.61008
0.161916400924622,0.764967703104973,0.156154750106292,0.692,0.259,0.222,0.444,0.583,0.75,-4.41881321,41.61287529
0.175882090320756,0.776053362479109,0.0575045182347421,0.692,0.259,0.222,0.444,0.583,0.75,-6.68478,42.64158
-0.0069309364469567,-1.4779205158967,0.407916390464195,0.538,0.37,0.333,0.667,0.458,0.75,-1.1112451,38.84384835
0.210056748582463,0.840949962940243,1.46401829076076,0.769,0.333,0.444,0.667,0.417,0.75,-5.1654186,36.737259
-0.226619093016157,0.295974853680935,0.0564658429567265,0.538,0.556,0.444,0.556,0.458,0.75,1.72488608,41.37094597
-0.75431093689245,-0.786546719955299,-1.4008343140655,0.385,0.259,0.333,0.444,0.375,0.75,-4.90777,41.4135
-0.661125328431875,-0.946004443034468,-0.307705154748366,0.615,0.667,0.556,0.556,0.875,1.0,-5.86023,38.95451
-0.547000137152418,0.111275740172431,-0.17601926381934,0.538,0.333,0.111,0.556,0.292,0.5,-3.64080598,41.5915137
